id|question1|question2|answer
78|WHAT DO YOU UNDERSTAND BY THE TERM CONTRACT LAW ? ALSO MENTION THE ESSENTIAL ELEMENTS OF A CONTRACT. II. CONSENT SHOULD BE FREE AND NOT CAUSED BY COERCION, UNDUE INFLUENCE, TERMED AS CONSENT.||III. IF CONSENT IS OBTAINED BY THE INFLUENCE OF ANY ONE OF THE ABOVE SAID MISREPRESENTATION, FRAUD OR MISTAKE. THE INDIAN CONTRACT ACT IS THE LAW GOVERNING CONTRACTS IN INDIA. IT BECOMES VOIDABLE. 1. 2. ACCORDING TO THE INDIAN CONTRACT ACT, 1872, AN AGREEMENT THAT IS 5. UNLAWFUL AGREEMENTS : THEN ENFORCEABLE BY LAW IS A CONTRACT. I. IF THE OBJECT OF THE AGREEMENT IS TO PERFORM AN UNLAWFUL ACT, 3. AN AGREEMENT IS A PROMISE. ALL AGREEMENTS ARE NOT CONTRACTS. 4. AGREEMENTS MUST MEET CERTAIN CRITERIA LIKE CONSIDERATION, PARTIES ORDER MUST TO II. THE THE CONTRACT OBJECT OF THE AGREEMENT SHOULD NOT BE ILLEGAL, IMMORAL OR OPPOSED IS UNENFORCEABLE. BE COMPETENT, FREE CONSENT BETWEEN PARTIES, LAWFUL OBJECT IN TO PUBLIC POLICY. TO DO 6. QUALIFY AS A CONTRACT. CONTINGENT CONTRACT : CONTRACT TO DO SOMETHING EVENT, OR NOT WHICH 5. IT IS IMPORTANT THAT THE PERSONS TO A CONTRACT SHOULD ALSO HAVE THE INTENTION I. SOMETHING CONTINGENT ON CONTRACT THE HAPPENING IS A OR NON-HAPPENING OF AN AND MINDSET TO ENTER INTO CONTRACT. IS COLLATERAL TO THE CONTRACT.  3-14P (NCC-SEM-5 € 6) BASIC INFORMATION ABOUT LEGAL SYSTEM  3-15P(NCC-SEM-5& 6) 2. AN ARBITRATOR MUST CONDUCT THE ARBITRATION WITH DUE EXPEDITIOUSNESS ESSENTIAL ELEMENTS OF A CONTRACT : AND UNDERTAKE MEASURES ON TIME IN ORDER TO AVOID ANY DELAY OF THE 1. OFFER/PROPOSAL AND ACCEPTANCE: PROCEEDINGS. I. 3. UNLESS AGREED OTHERWISE, THE PARTIES MAY DISCHARGE BY THEIR CONSENT AN DO CERTAIN THINGS, IT IS CALLED AN OFFER. WHEN ONE PERSON SIGNIFIES TO ANOTHER HIS WILLINGNESS TO DO OR NOT TO ARBITRATOR THAT FAILS TO PERFORM HIS DUTIES, OR DOES NOT PERFORM THEM IN A II. TIMELY MANNER. THE PERSON MAKING THE PROPOSAL OR OFFER IS CALLED THE OFFEROR AND AN ARBITRATOR HAS THE RIGHT TO REIMBURSEMENT OF EXPENSES AND A FEE FOR THE PERSON TO WHOM THE OFFER IS MADE IS CALLED THE OFFEREE. 4. THE WORK COMPLETED, UNLESS HE HAS WAIVED THESE RIGHTS IN WRITING. III. RELATIONSHIP. THE OFFER GIVEN MUST BE WITH AN INTENTION TO CREATE A LEGAL 5. IF AN ARBITRATOR HAS DETERMINED THE AMOUNT OF HIS OWN EXPENSES AND FEES, HIS DECISION DOES NOT BIND THE PARTIES UNLESS THEY ACCEPT IT. 2. CONSIDERATION : I. CONSIDERATION MEANS 'SOMETHING IN RETURN' FOR THE OFFER.
79|DESCRIBE ARBITRATION AND CONCILIATION ACT OF 1996. II. CONSIDERATION CAN BE IN THE NATURE OF AN ACT OR FORBEARANCE. III. THE GENERAL RULE IS THAT, AN AGREEMENT WITHOUT CONSIDERATION IS||VOID AND NOT ENFORCEABLE BY LAW BECAUSE IN SUCH CASES, ONE PARTY IS THE ARBITRATION AND CONCILIATION ACT OF 1996 IS THE RELEVANT LEGISLATION GETTING SOMETHING FROM THE OTHER WITHOUT GIVING ANYTHING TO THE 1. OTHER. THAT GOVERNS THE PROCESS OF ARBITRATION IN INDIA. 2. THE STATUTE PROVIDES FOR AN ELABORATE CODIFIED RECOGNITION OF THE CONCEPT IV. THERE SHOULD ALWAYS BE A MUTUAL CONSIDERATION. IN OTHER WORDS, EACH PARTY MUST GIVE AND ALSO TAKE. OF ARBITRATION. 3. CAPACITY TO CONTRACT : 3. THE INDIAN ARBITRATION AND CONCILIATION ACT OF 1996 IS MODELLED ON THE UNITED NATIONS COMMISSION ON INTERNATIONAL TRADE LAW (UNCITRAL). I. ANY PERSON WHO IS A MAJOR, I.E., ABOVE 18 YEARS OF AGE, IS COMPETENT 4. THE ARBITRATION AND CONCILIATION ACT, 1996 HAS USHERED A NEW ERA OF TO ENTER INTO A CONTRACT AND MINORS ARE NOT COMPETENT TO ENTER INTO A CONTRACT. DISPUTE RESOLUTION FOR DOMESTIC AND COMMERCIAL LEGAL ISSUES. II. A PERSON SHOULD ALSO HAVE A SOUND MIND AND SHOULD NOT BE 5. THE ARBITRATION AND CONCILIATION ACT, 1996 WAS INTRODUCED IN ORDER TO DISQUALIFIED BY ANY LAW IN FORCE. ATTRACT THE 'INTERNATIONAL MERCANTILE COMMUNITY'. 4. CONSENT :
80|WHAT DO YOU UNDERSTAND BY THE TERM CONTRACT LAW ? I. WHEN TWO PERSONS AGREE ON THE SAME THING IN THE SAME SENSE, IT IS ALSO MENTION THE ESSENTIAL ELEMENTS OF A CONTRACT. TERMED AS CONSENT. II. CONSENT SHOULD BE FREE AND NOT CAUSED BY COERCION, UNDUE INFLUENCE,||MISREPRESENTATION, FRAUD OR MISTAKE. III. 1. THE INDIAN CONTRACT ACT IS THE LAW GOVERNING CONTRACTS IN INDIA. IF CONSENT IS OBTAINED BY THE INFLUENCE OF ANY ONE OF THE ABOVE SAID IT BECOMES VOIDABLE. 2. ACCORDING TO THE INDIAN CONTRACT ACT, 1872, AN AGREEMENT THAT IS 5. UNLAWFUL AGREEMENTS : ENFORCEABLE BY LAW IS A CONTRACT. I. 3. AN AGREEMENT IS A PROMISE. ALL AGREEMENTS ARE NOT CONTRACTS. IF THE OBJECT OF THE AGREEMENT IS TO PERFORM AN UNLAWFUL ACT, THEN THE CONTRACT IS UNENFORCEABLE. 4. AGREEMENTS MUST MEET CERTAIN CRITERIA LIKE CONSIDERATION, PARTIES MUST TO BE COMPETENT, FREE CONSENT BETWEEN PARTIES, LAWFUL OBJECT IN ORDER II. THE OBJECT OF THE AGREEMENT SHOULD NOT BE ILLEGAL, IMMORAL OR OPPOSED TO PUBLIC POLICY. QUALIFY AS A CONTRACT. 6. 5. IT IS IMPORTANT THAT THE PERSONS TO A CONTRACT SHOULD ALSO HAVE THE INTENTION CONTINGENT CONTRACT : I. AND MINDSET TO ENTER INTO CONTRACT. CONTINGENT CONTRACT IS A CONTRACT TO DO SOMETHING OR NOT TO DO SOMETHING ON THE HAPPENING OR NON-HAPPENING OF AN EVENT, WHICH IS COLLATERAL TO THE CONTRACT.  3-16P () BASIC INFORMATION ABOUT LEGAL SYSTEM  3-17P(NCC-SEM-5& 6) II. CONTINGENT CONTRACTS CANNOT BE ENFORCED UNTIL THE UNCERTAIN FUTURE 5. NEGLIGENCE : EVENT HAPPENS. I. III. IF THE UNCERTAIN FUTURE EVENT BECOMES IMPOSSIBLE, CONTINGENT DEFENDANT THE BASIC UNDERSTANDING HAS BEEN OF NEGLIGENCE IS THAT CONTRACTS BECOME VOID. VICTIM OR THE CLAIMANT. CARELESS IN A WAY THAT HARMS WRONG-DOER THE INTEREST OR THE OF THE 7. DISCHARGE OF CONTRACT : 6. STRICT LIABILITY : I. DISCHARGE MEANS TERMINATION OF THE CONTRACTUAL RELATIONS OF THE I. PARTIES TO THE CONTRACT. OF THE DEFENDANT WHEN THE DEFENDANT CAUSED THE INJURY. STRICT LIABILITY TORTS DO NOT CARE ABOUT THE INTENTION OR CARELESSNESS II. DISCHARGE OF A CONTRACT MAY BE DONE BY THE FOLLOWING WAYS : II. THE CLAIMANT DOES NOT HAVE TO ESTABLISH ANY SORT OF OR LEVEL OF A. DISCHARGE BY PERFORMANCE; OF CARELESSNESS. ATTRIBUTABLE TO THE DEFENDANT BASED ON THE INTENTION OR THE DEGREE BLAME B. DISCHARGE BY AGREEMENT OR CONSENT; C. DISCHARGE BY IMPOSSIBILITY OF PERFORMANCE;
81|WHAT ARE THE VARIOUS LAWS RELATING TO WORKPLACE IN D. DISCHARGE BY LAPSE OF TIME; INDIA ? E. DISCHARGE BY OPERATION OF LAW;||F. DISCHARGE BY BREACH OF CONTRACT. 8. DAMAGES : INDIAN LAWS RELATING TO WORKPLACE : I. MONETARY COMPENSATION GIVEN TO THE AFFECTED PARTY FOR THE LOSS OR 1. FACTORIES ACT, 1948: INJURY CAUSED TO HIM DUE TO THE BREACH IS CALLED DAMAGES. I. THE FACTORIES ACT, 1948 LAYS DOWN PROVISIONS FOR THE HEALTH, SAFETY, II. THE OBJECTIVE OF AWARDING DAMAGES BY THE COURT IS TO PUT THE INJURED WELFARE AND SERVICE CONDITIONS OF WORKMEN WORKING IN FACTORIES. PARTY IN THE SAME POSITION AS HE WOULD HAVE BEEN IF THE CONTRACT II. IT CONTAINS PROVISIONS FOR WORKING HOURS OF ADULTS, EMPLOYMENT OF HAD NOT BEEN BREACHED. YOUNG PERSONS, LEAVES, OVERTIME, ETC. III. WHAT DO YOU UNDERSTAND BY THE TERM TORT ? IT APPLIES TO ALL FACTORIES EMPLOYING MORE THAN 10 PEOPLE AND WORKING
82|WITH THE AID OF POWER, OR EMPLOYING 20 PEOPLE AND WORKING WITHOUT THE AID OF POWER.||"IV. IT COVERS ALL WORKERS EMPLOYED IN THE FACTORY PREMISES DIRECTLY OR 1. ""TORT' MEANS A 'WRONG' AND IT ORIGINATES FROM LATIN WORD ""TORTUM', WHICH THROUGH AN AGENCY. V. MEANS 'TWISTED' OR 'CROOKED'. SOME PROVISIONS OF THE ACT MAY VARY ACCORDING TO THE NATURE OF WORK OF THE ESTABLISHMENT. 2. IN LAW, TORT IS DEFINED AS A CIVIL WRONG OR A WRONGFUL ACT, OF ONE, EITHER 2. INTENTIONAL OR ACCIDENTAL, THAT RESULTS IN THE INJURY OR HARM TO ANOTHER INDUSTRIAL EMPLOYMENT (STANDING ORDERS) ACT, 1946: WHO IN TURN HAS RECOURSE TO CIVIL REMEDIES FOR DAMAGES OR A COURT ORDER I. THE INDUSTRIAL EMPLOYMENT (STANDING ORDERS) ACT, 1946 (THE IESO OR INJUNCTION. ACT) IS APPLICABLE TO EVERY INDUSTRIAL ESTABLISHMENT WHEREIN 100 OR 3. THERE ARE THREE KINDS OF WRONGS IN TORT LAW - INTENTIONAL TORT, NEGLIGENCE MORE WORKMEN ARE EMPLOYED OR WERE EMPLOYED ON ANY DAY OF THE AND STRICT LIABILITY. PRECEDING TWELVE MONTHS. II. 4. INTENTIONAL TORT : THE IESO ACT AIMS TO BRING UNIFORM TERMS AND CONDITIONS OF SERVICE I. AN INTENTIONAL TORT REQUIRES THE CLAIMANT TO SHOW THAT DEFENDANT IN VARIOUS INDUSTRIAL ESTABLISHMENTS. 3. CAUSED THE INJURY ON PURPOSE. SHOPS AND COMMERCIAL ESTABLISHMENTS ACT : I. II. FURTHERMORE, THE CLAIMANT MUST SHOW THAT HE OR SHE SUFFERED A THE SHOPS AND COMMERCIAL ESTABLISHMENTS ACT(S) OF THE RESPECTIVE"
83| WHAT IS PATENT ? EXPLAIN THE OBJECT BEHIND GRANTING PATENT. ||1. A PATENT IS GRANTED AS AN EXCLUSIVE RIGHT BY THE GOVERNMENT TO A TRUE
84|WHAT IS INTELLECTUAL PROPERTY AND INTELLECTUAL PROPERTY AND FIRST INVENTOR OR THEIR ASSIGNEE FOR A LIMITED PERIOD OF TIME IN EXCHANGE FOR THE PUBLIC DISCLOSURE OF AN INVENTION. RIGHTS ? 2. A PATENTEE ENJOYS EXCLUSIVE RIGHT TO PREVENT THE THIRD PARTY FROM||UNAUTHORIZED ACT OF USING THE PATENTED PRODUCT OR PROCESS DURING THE INTELLECTUAL PROPERTY : TERM OF THE PATENT. 1. INTELLECTUAL PROPERTY IS AN INTANGIBLE CREATION OF THE HUMAN MIND, 3. A PATENTED INVENTION BECOMES FREE FOR PUBLIC USE AFTER EXPIRY OF THE USUALLY EXPRESSED OR TRANSLATED INTO A TANGIBLE FORM THAT IS ASSIGNED TERM OF THE PATENT OR WHEN THE PATENT CEASES TO HAVE EFFECT, BY NON- CERTAIN RIGHTS OF PROPERTY. PAYMENT OF ANY RENEWAL FEE. 2. EXAMPLES OF INTELLECTUAL PROPERTY INCLUDE AN AUTHOR'S COPYRIGHT ON A OBJECT BEHIND GRANTING PATENT : BOOK OR ARTICLE, A DISTINCTIVE LOGO DESIGN REPRESENTING A COMPANY AND 1. PATENT PROVIDES INCENTIVES TO INDIVIDUALS BY OFFERING THEM RECOGNITION ITS PRODUCTS, ETC. FOR THEIR CREATIVITY AND MATERIAL REWARD FOR THEIR MARKETABLE INVENTIONS. INTELLECTUAL PROPERTY RIGHTS : 2. THESE INCENTIVES ENCOURAGE INNOVATION THAT ASSURES THAT THE QUALITY OF 1. INTELLECTUAL PROPERTY RIGHTS (IPR) CAN BE DEFINED AS THE RIGHTS GIVEN TO HUMAN LIFE IS CONTINUOUSLY ENHANCED. PEOPLE OVER THE CREATION OF THEIR MINDS. 2. THEY USUALLY GIVE THE CREATOR AN EXCLUSIVE RIGHT OVER THE USE OF HIS/HER
85|WHAT ARE THE SALIENT FEATURES OF THE PATENTS CREATIONS FOR A CERTAIN PERIOD OF TIME. (AMENDMENT) ACT, 2002 ? 3. INTELLECTUAL PROPERTY (IP) REFERS TO CREATIONS OF THE MIND: INVENTIONS, LITERARY AND ARTISTIC WORKS, SYMBOLS, NAMES, IMAGES, AND DESIGNS USED||IN COMMERCE. SALIENT FEATURES OF THE PATENTS (AMENDMENT) ACT. 2002 ARE :
86|HOW THE INTELLECTUAL PROPERTY (IP) IS CATEGORISED ? 1. FURTHER CODIFICATION OF NON PATENTABLE INVENTIONS. 2. 20 YEARS TERM OF PATENT FOR ALL TECHNOLOGY.||3. PROVISION FOR REVERSAL OF BURDEN OF PROOF IN CASE OF PROCESS PATENTS. IP IS DIVIDED INTO TWO CATEGORIES FOR EASE OF UNDERSTANDING 4. PROVISIONS OF COMPULSORY LICENCES TO MEET PUBLIC HEALTH CONCERNS. 1. INDUSTRIAL PROPERTY: IT INCLUDES INVENTIONS (PATENTS), TRADE, 5. DELETION OF PROVISION OF LICENCE OF RIGHT. INDUSTRIAL DESIGNS, AND GEOGRAPHIC INDICATIONS OF SOURCE.  4-4P (NCC-SEM-5& 6) INTELLECTUAL PROPERTY LAWS  4-5P(NCC-SEN-5& 6) 6. INTRODUCTION OF SYSTEM OF DEFERRED EXAMINATION. 3. MANDATORY PUBLICATION OF APPLICATIONS AFTER 18 MONTHS FROM THE DATE OF THE IF PATENT LAW IN INDIA ALLOWS THE APPLICANT TO FILE A 7. THEY HAVE A PLACE OF RESIDENCE OR BUSINESS OR A DOMICILE PATENT IN APPLICATION FILING. 4. THE APPLICANT MUST BE AN INDIAN NATIONAL OR A NATIONAL OF A CONVENTIONAL INDIA. 8. PROVISION FOR PROCESS PATENT FOR MICRO ORGANISMS. COUNTRY. 9. ESTABLISHMENT OF APPELLATE BOARD. 5. FOREIGN APPLICANTS WHO DO NOT HAVING A PLACE OF BUSINESS IN INDIA 10. PROVISION FOR PARALLEL IMPORTS. REQUIRED TO FILE THEIR PATENT APPLICATION THROUGH AN INDIAN PATENT AGENT. ARE 11. PROVISION FOR EXEMPTION FROM INFRINGEMENT PROCEEDINGS FOR USE OF A D. PROVISIONAL AND COMPLETE SPECIFICATION : PATENTED INVENTION FOR OBTAINING REGULATORY APPROVAL FOR A PRODUCT 1. EVERY SUCH APPLICATION IS TO BE ACCOMPANIED BY A PROVISIONAL OR COMPLETE BASED ON THAT PATENTED INVENTION. SPECIFICATION. 12. PROVISION TO PROTECT BIODIVERSITY AND TRADITIONAL KNOWLEDGE. 2. WHERE THE APPLICATION IS ACCOMPANIED BY A PROVISIONAL SPECIFICATION, A COMPLETE SPECIFICATION SHOULD BE FILED WITHIN TWELVE MONTHS FROM THE
87|WHAT IS THE PROCEDURE FOR OBTAINING PATENT ? DATE OF FILLING THE APPLICATION. IF THIS IS NOT DONE, THE APPLICATION SHALL BE DEEMED TO BE ABANDONED. 3. EVERY COMPLETE SPECIFICATION SHOULD :||I. FULLY DESCRIBE THE INVENTION AND THE METHOD BY WHICH IT IS TO BE PROCEDURE FOR OBTAINING PATENT : CARRIED OUT. A. APPLICATION FOR PATENT : II. DISCLOSE THE BEST METHOD OF PERFORMING THE INVENTION KNOWN TO 1. EVERY APPLICATION FOR A PATENT SHALL BE FOR ONE INVENTION ONLY. THE APPLICANT. 2. IT SHALL BE MADE IN THE PRESCRIBED FORM AND FILED IN THE PATENT OFFICE. III. END WITH A CLAIM OR CLAIMS DEFINING THE SCOPE OF THE INVENTION FOR WHICH PROTECTION IS CLAIMED. 3. WHERE THE APPLICATION IS MADE BY VIRTUE OF ASSIGNMENT OF RIGHT TO E. PUBLICATION OF APPLICATION : APPLY, PROOF OF SUCH RIGHT SHALL BE FILED. THE APPLICATION SHALL STATE THAT THE APPLICANT IS IN POSSESSION OF THE 1. THE APPLICATION SHALL NOT BE OPEN TO THE PUBLIC FOR SUCH PERIOD AS MAY 4. INVENTION AND GIVE THE NAME OF THE OWNER CLAIMING TO BE THE TRUE AND BE PRESCRIBED. FIRST INVENTOR AND WHERE THE PERSON SO CLAIMING IS NOT THE APPLICANT: 2.
88|4.7. II. WHAT ARE INFRINGING AND NON-INFRINGING ACTIVITIES ? THE PATENT. WHETHER THE INVENTION HAS ALREADY BEEN PUBLISHED OR CLAIMED BY||III. SOME OTHER PERSON. A INFRINGING ACTIVITIES : 3. THE EXAMINER MAKES A SEARCH IN THE PATENT OFFICE FOR SPECIFICATIONS OF PRIOR APPLICATIONS AND PATENTS TO SEE WHETHER THE SAME INVENTION HAS 1. THE PATENTS ACT, 1970, DOES NOT EXACTLY LIST DOWN ACTIVITIES WHICH WOULD BE CONSIDERED INFRINGING. ALREADY BEEN PUBLISHED OR CLAIMED OR IS THE SUBJECT MATTER OF EXISTING OR EXPIRED PATENTS. 2. HAVING SAID THAT, SECTION 48 OF THE ACT CONFERS EXCLUSIVE RIGHTS TO THE 4. A REPORT IS ACCORDINGLY MADE TO THE CONTROLLER WITHIN 14 MONTHS FROM PATENTEE TO PREVENT THIRD PARTIES FROM MAKING, USING. OFFERING FOR SALE, SELLING OR IMPORTING THE PATENTED INVENTION FOR THE PURPOSE OF USING, THE DATE OF REFERENCE. SELLING AND OFFERING FOR SALE IN INDIA WITHOUT THE CONSENT OF THE PATENTEE. 5. THE PATENT OFFICE AFTER EXAMINATION OF THE APPLICATION WILL COMMUNICATE 3. THEREFORE, ONE CAN PRESUME THAT ANY ACT OF A THIRD PARTY WHICH VIOLATES TO THE APPLICANT THE OBJECTION. IF ANY TO THE GRANT OF A PATENT. AN THE RIGHTS CONFERRED UPON THE PATENTEE, SHALL BE CONSIDERED AN ACT OF OPPORTUNITY OF BEING HEARD IS GIVEN. INFRINGEMENT. G. GRANT OF PATENT : B. NON-INFRINGING ACTIVITIES : 1. IF THE APPLICANT SATISFACTORILY REMOVES THE OBJECTIONS, THE CONTROLLER 1. THE PATENTS ACT 1970, IN SECTIONS 47, 49 AND 107A DEFINES CERTAIN WILL ACCEPT THE COMPLETE SPECIFICATION AND ADVERTISE IT IN THE OFFICIAL ACTIVITIES RELATED TO THE PATENTED INVENTION WHICH ARE NOT CONSIDERED AS GAZETTE. INFRINGING ACTIVITIES. 2. THE PATENT SHALL BE GRANTED AS SOON AS POSSIBLE WITH THE SEAL OF THE 2. THEY CAN BE CALLED THE STATUTORY EXEMPTIONS TO INFRINGEMENT. PATENT OFFICE AND THE DATE ON WHICH THE PATENT IS GRANTED SHALL BE 3. THE STATUTORY EXEMPTIONS TO INFRINGEMENT ARE : ENTERED IN THE REGISTER. I. GOVERNMENT USE. 3. THE TERM OF PATENT IS 20 YEARS FROM THE DATE OF APPLICATION. II. EXEMPTIONS FOR RESEARCH AND DEVELOPMENT.
89|WHAT IS PATENT INFRINGEMENT ? GIVE ITS TYPE. III. SUPPLY OF MEDICINAL DRUG TO MEDICAL INSTITUTIONS BY GOVERNMENT. IV. PATENTED INVENTION USED ON FOREIGN VESSELS.||V. BOLAR EXEMPTIONS AND PARALLEL IMPORTS. 1. SELLING. OFFERING TO SELL, USING, OR MANUFACTURING A PATENTED PRODUCT
90|WHAT DO YOU UNDERSTAND BY THE TERM COPYRIGHT ? WHO IS WITHOUT THE OWNER'S PERMISSION CAN CONSTITUTE INFRINGEMENT AND EXPOSE THE UNAUTHORIZED SELLER/USER/MANUFACTURER TO LIABILITY, EVEN IF THE THE OWNER OF A COPYRIGHTED WORK ? INFRINGEMENT WAS UNINTENTIONAL. TYPES OF INFRINGEMENTS : THERE ARE TWO TYPES OF INFRINGEMENTS:||1. DIRECT INFRINGEMENT : IT OCCURS WHEN A PRODUCT IS SUBSTANTIALLY CLOSE 1. COPYRIGHT IS A TYPE OF INTELLECTUAL PROPERTY THAT GIVES ITS FOR OWNER LIMITED THE TO ANY PATENTED PRODUCT OR IN A CASE WHERE THE MARKETING OR COMMERCIAL EXCLUSIVE RIGHT TO MAKE COPIES OF A CREATIVE WORK, USUALLY A USE OF THE INVENTION IS CARRIED OUT WITHOUT THE PERMISSION OF THE OWNER TIME. OF THE INVENTION. 2 THE COPYRIGHT ACT, 1957 SUPPORTED BY THE COPYRIGHT INDIA. RULES, SUBSTANTIAL 1958 IS THE 2. INDIRECT INFRINGEMENT : IT OCCURS WHEN SOME OR ACCIDENTAL INFRINGEMENT HAPPENS WITHOUT ANY AMENDMENTS WERE CARRIED OUT TO THE COPYRIGHT ACT, IN GOVERNING LAW FOR COPYRIGHT PROTECTION IN EARLY 2012.  4-8P () INTELLECTUAL PROPERTY LAWS  OWNER OF COPYRIGHTED WORK : 4-9 P P(NCC.SEM-5&6) AS A GENERAL RULE, THE AUTHOR OF A WORK IS THE FIRST OWNER OF COPYRIGHT 2. IF THE WORK IS USED/ EXPLOITED BY ANY PERSON OTHER 1. IN A WORK. IN THE WITHOUT WORK. HIS/HER AUTHORIZATION, IT CONSTITUTES AN INFRINGEMENT THAN OF THE COPYRIGHT OWNER 2. FOR AN ORIGINAL LITERARY, MUSICAL, AND ARTISTIC WORK, IT IS THE PERSON WHO COMPUTER-GENERATED WORKS, THE AUTHOR IS THE PERSON WHO CAUSES THE FOR CREATED SUCH WORK. IN CASE OF A PHOTOGRAPH, IT IS THE PHOTOGRAPHER. 3. COPYRIGHT INFRINGEMENT CAN BE PRIMARY OR SECONDARY. 4. IN CASE OF PRIMARY INFRINGEMENT, THE INFRINGER COPIES THE WORK TO BE CREATED. WITHOUT THE OWNER'S AUTHORIZATION, WHEREAS SECONDARY ORIGINAL WORK 3. HOWEVER, WHERE TWO OR MORE PARTIES CREATE A WORK TOGETHER, COPYRIGHT WORK, ETC. COVERS UNAUTHORIZED DEALINGS SUCH AS SELLING OF INFRINGING INFRINGEMENT COPIES OF THE OWNERSHIP BECOMES A MORE DIFFICULT ISSUE. 4. IN ADDITION, COPYRIGHT OWNERSHIP IS MORE DIFFICULT TO DETERMINE WHEN 5. ACCORDING TO THE COPYRIGHTS ACT, 1957, COPYRIGHT IN A WORK SHALL BE DEEMED TO BE INFRINGED WHEN : THE CREATOR OF A WORK IS BEING PAID BY A THIRD-PARTY TO CREATE THE WORK. I. UNAUTHORIZED USE OF THE EXCLUSIVE RIGHTS OF THE OWNER OF SOME OF THE ELIGIBLE OWNERS OF COPYRIGHTED WORK ARE AS FOLLOWS : COPYRIGHTS UNDER THE ACT BY ANY OTHER PERSON; 1. EMPLOYEE AND CONTRACTOR WORK : II. PERMITTING A PLACE FOR THE COMMUNICATION OF THE WORK TO THE A. IF A PERSON IN THE COURSE OF HIS OR HER EMPLOYMENT UNDER A CONTRACT OF PUBLIC FOR A PROFIT; SERVICE OR APPRENTICESHIP CREATES ANY WORK, HIS OR HER EMPLOYER BECOMES III. MAKE OR LET FOR SALE OR HIRE COPYRIGHTED WORK WITHOUT AUTHORIZATION THE FIRST OWNER OF THE COPYRIGHT IN THE WORK. OF THE OWNER; B. IN CASE OF CONTRACT WORK THE FIRST OWNER OF THE COPYRIGHT IS THE IV. DISTRIBUTION OR EXHIBITION OF INFRINGING COPIES FOR TRADE AND PERSONAL INDEPENDENT CONTRACTOR. TO OWN THE COPYRIGHT, THE HIRING PARTY WOULD GAINS; HAVE TO OBTAIN AN ASSIGNMENT IN WRITING FROM THE INDEPENDENT V. IMPORTING OF INFRINGING COPIES INTO INDIA. CONTRACTOR. 2. JOINT AND COLLECTIVE OWNERSHIP :
91|WHAT ARE THE REMEDIES FOR COPYRIGHT INFRINGEMENT ? A. WORK OF JOINT AUTHORSHIP IS ESTABLISHED ONLY WHEN THE WORK IS PRODUCED BY THE COLLABORATION OF TWO OR MORE AUTHORS.||3. TRANSFER OF RIGHTS : A. CIVIL REMEDIES: A. COPYRIGHT AND NEIGHBOURING RIGHTS CAN GENERALLY BE TRANSFERRED BY 1. THE COPYRIGHTS ACT, 1957 STATES THAT IN CASE OF INFRINGEMENT, THE OWNER ASSIGNMENT, BY TESTAMENTARY DISPOSITION OR BY INHERITANCE. OF COPYRIGHT SHALL BE ENTITLED TO ALL SUCH REMEDIES BY WAY OF INJUNCTION, 4. LICENCING : DAMAGES, AND ACCOUNTS. A. THE OWNER OF A COPYRIGHT MAY EITHER LICENSE THE ENTIRE COPYRIGHT OR THE 2. DEPENDING UPON THE FACTS AND CIRCUMSTANCES OF EACH CASE FOLLOWING LICENCE MAY BE CONFINED TO ONE OR MORE INTEREST IN THE COPYRIGHT. ORDERS ARE COMMONLY PASSED BY THE INDIAN COURTS IN CASE OF INFRINGEMENT OF COPYRIGHTS: B. THE COPYRIGHT MAY BE LICENSED TO MORE THAN ONE PERSON NON-EXCLUSIVELY. A. INTERLOCUTORY INJUNCTION, I.E., A TEMPORARY INJUNCTION AGAINST
92|WHAT IS COPYRIGHT INFRINGEMENT ? WHAT AMOUNTS TO INFRINGEMENT OF COPYRIGHTS TILL FINAL DISPOSAL OF THE SUIT. COPYRIGHT INFRINGEMENT ? B. ANTON PILLAR ORDER, I.E., AN ORDER PERMITTING THE COPYRIGHT SEARCH OWNER ALONG WITH A LOCAL COMMISSIONER APPOINTED BY THE COURT TO||"THE PREMISES AND SEIZE THE INFRINGING GOODS. C. JOHN DOE ORDER, I.E., CEASE AND DESIST ORDERS PASSED BY THE OF COURT THE 1. COPYRIGHT IS A NEGATIVE RIGHT THAT LETS THE OWNER ENJOY EXCLUSIVE RIGHT AGAINST UNKNOWN INFRINGERS. IN SUCH CASES, THE IDENTITY ""JOHN OVER HIS/HER WORK WITHOUT ANY HINDRANCE FROM OTHERS. INFRINGER IS UNKNOWN TO THE PLAINTIFF AND IS REFERRED TO AS DOE"" TILL THE IDENTITY BECOMES KNOWN.  4-10P () INTELLECTUAL PROPERTY LAWS  B. CRIMINAL REMEDIES 4-11P '(NCC-SEM-5 & 6. 1. SECTION 63 OF THE ACT STATES THAT CRIMINAL PROCEEDINGS CAN BE INITIATED THE CITIZEN ACT ALSO IN IMPOSES THE STIPULATED PENALTIES IF THE AUTHORITIES DELAY IN RESPONDING 6) THE TIME. TO AGAINST THE INFRINGER BY THE OWNER OF COPYRIGHT AND THE PUNISHMENT TOWARDS THE SAME SHALL BE IMPRISONMENT OF AT LEAST 6 MONTHS WHICH"
